,2016,0.00
29037,2016,43.39
29039,2016,44.55
29041,2016,40.35
29043,2016,53.29
29045,2016,38.61
29047,2016,41.37
29049,2016,38.38
29051,2016,41.76
29053,2016,44.46
29055,2016,36.84
29057,2016,49.53
29059,2016,44.27
29061,2016,32.51
29063,2016,39.56
29065,2016,36.51
29067,2016,36.80
29069,2016,32.74
29071,2016,39.77
29073,2016,40.60
29075,2016,37.85
29077,2016,51.69
29079,2016,34.48
29081,2016,36.41
29083,2016,38.02
29085,2016,36.80
29087,2016,35.64
29089,2016,45.81
29091,2016,37.22
29093,2016,38.97
29095,2016,40.01
29097,2016,53.71
29099,2016,37.84
29101,2016,40.08
29103,2016,36.21
29105,2016,42.02
29107,2016,39.41
29109,2016,51.23
29111,2016,37.42
29113,2016,42.27
29115,2016,40.13
29117,2016,34.26
29119,2016,44.10
29121,2016,38.80
29123,2016,41.13
29125,2016,39.29
29127,2016,44.61
29129,2016,27.44
